text,audio,speaker,normalized_text,output_checkpoint-483,output_checkpoint-69,output_checkpoint-966,output_checkpoint-759,output_checkpoint-1104,output_checkpoint-552,output_checkpoint-690,output_checkpoint-1932,output_checkpoint-1449,output_checkpoint-1794,output_checkpoint-138,output_checkpoint-207,output_checkpoint-2001,output_checkpoint-1863,output_checkpoint-1725,output_checkpoint-345,output_checkpoint-828,output_checkpoint-1173,output_checkpoint-414,output_checkpoint-1311,output_checkpoint-276,output_checkpoint-2070,output_checkpoint-1587,output_checkpoint-1518,output_checkpoint-1380,output_checkpoint-621,output_checkpoint-1656,output_checkpoint-1035,output_checkpoint-1242,output_checkpoint-897,openai_whisper-large-v3
"Zapovedan, brojin i prebrojavan. Je tesko. Ma ja son vero seriji covek.",data/test/MP_13_233.11-238.04.mp3,Dilavac,"Zapovedan, brojin i prebrojavan. Je tesko. Ma ja son vero seriji covek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji covek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ali ja san veroseriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojin i prebrojavan. Je tesko, ma ja san vero seriji čovek."," Zapovedan, brojni, prebrojavan. Je tesko. Ma ja sam veroseriji čovjek."
"Vako: ko man rub, moren ga stavit okoli vrata i odnest ga. Ko man rožicu, moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!",data/test/MP_13_239.34-249.67.mp3,Mići Princ,"Vako: ko man rub, moren ga stavit okoli vrata i odnest ga. Ko man rožicu, moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub, moren ga stavit okol vrata i odnes ga. Koman rožicu, moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde."," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde."," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je, ali ti ne moreš nabrat zvizde."," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnest ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub moren ga stavit okol vrata i odnes ga. Koman rožicu moren je pobrat i odnest je. Ali ti ne moreš nabrat zvizde!"," Vako, koman rub, moram ga staviti okol vrata i odnes ga. Koman rožicu, moram je pobrati i odnesti je. Ali ti ne moreš nabrati zvizde."
"Ne, ma ih moren stavit va banku.",data/test/MP_13_250.46-252.19.mp3,Dilavac,"Ne, ma ih moren stavit va banku."," Ne, ma jih morem stavit va banku."," Ne, ma ih morem stavit va banku."," Ne, ma jih moren stavit va banku."," Ne, ma jih moren stavit va banku."," Ne, ma jih moren stavit va banku."," Ne, ma jih morem stavit va banku."," Ne, ma jih morem stavit va banku."," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!", Nemo jih moren stavit va banku.," Ne, ma jih morem stavit va banku."," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih morem stavit va banku!"," Ne, ma jih moren stavit va banku."," Ne, ma jih moren stavit va banku!"," Ne, ma jih morem stavit va banku."," Ne, ma jih moren stavit va banku!"," Ne, ma jih morem stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku!"," Ne, ma jih morem stavit va banku."," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku."," Ne, ma jih moren stavit va banku!"," Ne, ma jih moren stavit va banku."," Nema, ih moram staviti u banku."
Ča bi to reć?,data/test/MP_13_252.88-253.63.mp3,Mići Princ,Ča bi to reć?, Ča bi to rić?, Čabit urić., Čabi to rić!, Čabi to rić!, Čabi to rić!, Ča bi to rić?, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Ča bit uvrić?, Ča bitu rići?, Čabi to rić!, Čabi to rić!, Čabi to rić!, Ča bit urić?, Čabi to rić!, Čabi to rić!, Ča bi to rić?, Čabi to rić!, Ča bit urić?, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi to rić!, Čabi Torić.
To znaci da na bokuniću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu.,data/test/MP_13_254.66-260.44.mp3,Dilavac,To znaci da na bokuniću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku nićuh karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na bokuniću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znači da na boku niću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu., To znaci da na Bokuniću karti napisen broj mojih zvezd i onda tu kartu zaklopin va tagulicu.
I to je se?,data/test/MP_13_260.92-261.63.mp3,Mići Princ,I to je se?, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je se!, I to je sve.
To je dosti.,data/test/MP_13_262.84-263.47.mp3,Dilavac,To je dosti., To dosti., To je dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To je dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To dosti., To je dosti.
"To je zabavno. Fanjski poeta, ma ni jušto pravi.",data/test/MP_13_264.68-268.16.mp3,Mići Princ,"To je zabavno. Fanjski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma nije jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma nije jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi."," To je zabavno. Fajnski poeta, ma ni jušto pravi.", To je zabavno Fajnski poeta Ma nije juš to pravi
Mići Princ je o pravimi stvari misliv skrozi drugačje nigo veli.,data/test/MP_13_268.95-272.98.mp3,Autor,Mići Princ je o pravimi stvari misliv skrozi drugačje nigo veli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići Princ je o pravimi stvari misliv skroz drugačije nego veli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli. , Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići Princi o pravimi stvari misliv skroz drugačije ni guveli., Mići Princi o pravimi stvari misliv skroz drugačije nego veli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli. , Mići princi o pravimi stvari misliv skroz drugačije ne guveli. , Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići Princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli. , Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mići princi o pravimi stvari misliv skroz drugačije ne guveli., Mi će princi oprave me stvari misljiv skroz drugačije neguveli.
Jast man šipak kiga saki dan zalijen. Man tri vulkana ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. I za moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!,data/test/MP_13_274.46-291.37.mp3,Mići Princ,Jast man šipak kiga saki dan zalijen. Man tri vulkana ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. I za moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!," Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča ih man. Ali ti, zvizda, mi nisi nišot koristin.", Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput našet i manu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizda mi nisi niš od koristi., Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi nišot koristiv., Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga sakidan zalijen. Man tri vulkane ke čistin jedanput našetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga sakidan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizda mi nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Jast man šipak kiga saki dan zalijen. Man tri vulkane ke čistin jedanput na šetimanu. Čistin i oniga zagašeniga. Nigdar se ne zna. Iza moje vulkane i za moj šipak je korisno ča jih man. Ali ti zvizdami nisi niš od koristi!, Ja sam man šipak koji ga saki dan zalijen. Man tri vulkane koje čistim jedan put na šetimanu. Čistim i oni ga zagaše niga. Nikdar se ne zna. Iza moje vulkane i za moj šipak je korisno čaj ih man. Ali ti izvista mi nisi ništa od koristi.
